;size_fraction;fraction_name;sample_code;station_id;CTD;transect;bot.depth;depth;depth_rank;sampling_date;julian_day;longitude[degrees_east];latitude[degrees_north];OWD;by_OW_minus10_10;ice_concentration_percent;dna_concentration;dna_extraction_kit;n_reads;reads_total;pico_ml;nano_ml;pico_and_nano_ml;crypto_ml;bact_ml;temperature;fluo;cdom;salinity;mixed_layer_depth;nitracline_depth;PAR_irradiance;primary_production;primary_production_std_dev;don_release;NO3_assimilation;NH4_assimilation;NH4_regeneration;urea_assimilation;nitrification;poc;poc_std_dev;pon;pon_std_dev;doc;don;nitrate;nitrite;phosphate;silica;ammonium;urea;rate_NO3_SiOH4;rate_PO4_NO3;rate_NO3_PO4;chlorophyll_a;chlorophyll_b
0-2um-1-01;0-2um;0.2-3 µm;0-2um-1-01;G100;4;T1;371;5;1;09/06/2016;161;-56,8;68,5;12;OW;0;5,8;Zymo;5103;36051;1380;745;2125;0;1154456;0,8;0,1;1,6;33,6;27;30;21,29782121;3,623285312;0,573535022;16,79415945;80,1199785;162,5045139;24,60409719;145,6232048;10,06510259;13,24084407;1,868095497;1,633929272;0,093533056;;;0,025;0,021;0,106;1,533;;;0,016;4,24;0,236;;
0-2um-1-03;0-2um;0.2-3 µm;0-2um-1-03;G100;4;T1;371;30;2;09/06/2016;161;-56,8;68,5;12;OW;0;5,5;Zymo;5906;19883;1198;3974;5172;0;931132;-0,8;2,2;1,8;33,8;27;30;21,29782121;9,268573632;0,832609288;26,24911714;195,6988145;196,4197891;43,28707151;70,74446741;19,41965528;25,01167098;3,470121125;3,227389274;0,358806405;52,57984164;5,720049081;1,098;0,048;0,218;2,351;0,149211567;0,513;0,467;0,199;5,037;0,3914;0,0144
0-2um-1-04;0-2um;0.2-3 µm;0-2um-1-04;G100;4;T1;371;35;3;09/06/2016;161;-56,8;68,5;12;OW;0;2,4;Maxwell;5708;18521;1823;3750;5573;0;523221;-1,5;1,9;2;33,8;27;30;21,29782121;3,806093988;0,569795338;10,56689484;116,5932567;60,39259287;1,214566672;21,45536005;18,62606297;16,90671472;2,595606036;2,08278813;0,104229518;66,43231735;4,177933448;6,228;0,139;0,602;5,259;0,320714983;0,433;1,184;0,097;10,346;;
0-2um-1-05;0-2um;0.2-3 µm;0-2um-1-05;G100;4;T1;371;40;4;09/06/2016;161;-56,8;68,5;12;OW;0;4,2;Zymo;11416;38596;1328;2979;4307;0;445588;-1,5;0,9;1,9;33,8;27;30;21,29782121;4,115665323;0,795727104;7,062645873;126,0901534;65,7025937;3,010298238;17,33103618;14,06548358;11,32804596;1,40508086;1,371172213;0,156415248;76,3216257;3,911661979;7,891;0,153;0,713;6,074;0,337973188;0,453;1,299;0,09;11,067;1,7298;0,0168
0-2um-1-06;0-2um;0.2-3 µm;0-2um-1-06;G100;4;T1;371;55;5;09/06/2016;161;-56,8;68,5;12;OW;0;4,4;Zymo;4820;16753;844;1661;2505;0;366000;-1,5;0,2;2;33,9;27;30;21,29782121;0,216193608;0,216193608;3,628473844;88,14559488;13,76740093;0;6,342923939;11,88587902;4,656880623;0,875890124;0,534319659;0,036955924;93,05095008;3,687987225;9,157;0,166;0,822;6,949;0,204222097;0,473;1,318;0,09;11,14;;
0-2um-1-07;0-2um;0.2-3 µm;0-2um-1-07;G102;7;T1;361;5;1;10/06/2016;162;-57,5;68,5;12;OW;0;3;Zymo;3670;18491;1554;2930;4484;0;1584734;0,2;1,2;1,9;33,6;46;39;19,58709947;;;;;;;;;;;;;;;;;;;;;;;;;
0-2um-1-08;0-2um;0.2-3 µm;0-2um-1-08;G102;7;T1;361;15;2;10/06/2016;162;-57,5;68,5;12;OW;0;5,7;Maxwell;5985;23447;1871;3011;4882;0;1575172;0,2;1,8;1,9;33,7;46;39;19,58709947;13,50770822;1,867524716;164,3864128;83,00023901;161,3540661;11,29560118;100,2813826;6,419887021;24,36280321;3,056986757;3,142425101;0,623317608;120,762063;21,44229452;0,038;0,021;0,152;2,096;0,073744742;0,433;0,018;4;0,25;;
0-2um-1-10;0-2um;0.2-3 µm;0-2um-1-10;G102;7;T1;361;30;3;10/06/2016;162;-57,5;68,5;12;OW;0;3,1;Zymo;9332;36804;1747;3237;4984;0;1456813;0,3;2,6;1,7;33,7;46;39;19,58709947;11,09401752;2,083432134;70,45329376;36,19395253;109,2695205;46,61694888;99,17377517;4,274261183;22,37001779;3,023176749;2,190630044;0,599030925;68,55555868;18,05986485;0;0,02;0,143;1,566;0,01649304;0,493;0;;0;0,9241;0,0172
0-2um-1-11;0-2um;0.2-3 µm;0-2um-1-11;G102;7;T1;361;40;4;10/06/2016;162;-57,5;68,5;12;OW;0;12,8;Zymo;2747;8676;1581;3790;5371;0;1192797;0,3;2,7;2;33,7;46;39;19,58709947;;;;;;;;;;;;;;;;;;;;;;;;1,331;0,0192
0-2um-1-12;0-2um;0.2-3 µm;0-2um-1-12;G102;7;T1;361;60;5;10/06/2016;162;-57,5;68,5;12;OW;0;8,1;Zymo;4468;14095;731;2602;3333;0;420219;-1,2;2,4;2;33,9;46;39;19,58709947;0,143943573;0,143943573;33,03937373;16,60181555;22,46437874;8,972607875;7,209903931;15,31132355;5,606366911;1,174235284;0,997953468;0,183834476;112,2177819;8,706810629;9,508;0,166;0,786;6,705;0,258011808;0,373;1,418;0,083;12,097;1,4198;0,0116
0-2um-1-13;0-2um;0.2-3 µm;0-2um-1-13;G107;13;T1;411;0;1;11/06/2016;163;-59,3;68,5;-19;UI;100;11,4;Zymo;4116;28688;37635;2208;39843;120;1225086;-1,6;0,6;1,7;32,9;15;0;2,495402112;56,46497007;1,586767894;21,96948613;545,8413697;213,5414498;61,27386353;57,43818986;13,56034286;27,87540137;1,12329962;3,823333388;0,096360447;107,1913058;8,260140725;1,61;0,114;0,32;4,142;0,101386759;0,373;0,389;0,199;5,031;0,7057;0,1078
0-2um-1-14;0-2um;0.2-3 µm;0-2um-1-14;G107;13;T1;411;10;2;11/06/2016;163;-59,3;68,5;-19;UI;100;48,9;Zymo;4976;43257;37620;2479;40099;109;1127200;-1,7;1,2;1,8;32,9;15;0;2,495402112;55,09695746;4,588649066;19,84891357;562,4117785;221,6561363;72,56009383;72,38014403;14,01379792;26,44799369;0,959540604;3,72103751;0,155650476;111,4924732;9,366105524;1,706;0,063;0,325;3,689;0,083483531;0,373;0,462;0,191;5,249;1,845;0,3019
0-2um-1-15;0-2um;0.2-3 µm;0-2um-1-15;G107;13;T1;411;15;3;11/06/2016;163;-59,3;68,5;-19;UI;100;38,6;Zymo;5287;62884;38563;2182;40745;182;1029986;-1,7;1,5;1,7;33,2;15;0;2,495402112;30,84986059;3,618967493;14,59459152;203,8920949;212,0636154;13,39155936;50,60969262;11,71576058;20,77501667;1,082417848;2,933459516;0,261938893;109,9810509;17,69203488;2,559;0,061;0,388;3,992;0,122792792;0,314;0,641;0,152;6,595;1,5548;0,3373
0-2um-1-16;0-2um;0.2-3 µm;0-2um-1-16;G107;13;T1;411;23;4;11/06/2016;163;-59,3;68,5;-19;UI;100;4,5;Zymo;1205;27114;26865;891;27756;42;660429;-1,7;0,8;1,9;33,6;15;0;2,495402112;10,00917326;0,507296301;5,494463382;44,89322209;101,0723485;17,66610641;19,74350526;7,467307007;9,666717289;4,374434075;1,493387244;0,272772708;113,904951;14,95421638;5,853;0,071;0,629;5,93;0,125127996;0,413;0,987;0,107;9,305;0,946;0,4122
0-2um-1-17;0-2um;0.2-3 µm;0-2um-1-17;G107;13;T1;411;29;5;11/06/2016;163;-59,3;68,5;-19;UI;100;4,3;Zymo;953;20780;13922;771;14693;10;529986;-1,7;0,8;1,9;33,6;15;0;2,495402112;2,570913311;0,386589396;2,277146217;16,73255307;34,35857131;6,245381307;6,149408993;4,738862133;5,62319696;0,948991922;0,818668979;0,227584779;99,26903306;11,45714973;6,705;0,07;0,732;6,85;0,109949172;0,831;0,979;0,109;9,16;0,7525;0,3366
0-2um-1-18;0-2um;0.2-3 µm;0-2um-1-18;G107;13;T1;411;33;6;11/06/2016;163;-59,3;68,5;-19;UI;100;6,6;Zymo;1145;19956;9885;875;10760;36;456829;-1,7;0,5;1,9;33,7;15;0;2,495402112;2,216851414;2,216851414;3,42106057;19,32238926;31,90178958;0;6,078561853;5,105755067;4,415311354;0,638108909;0,812397829;0,231454877;99,04003881;8,327970431;7,029;0,085;0,748;7,104;0,115397981;0,433;0,989;0,106;9,397;;
0-2um-1-19;0-2um;0.2-3 µm;0-2um-1-19;G110;18;T1;1450;0;1;12/06/2016;164;-60,1;68,5;-25;UI;100;7,4;Zymo;1999;23396;2990;1589;4579;125;389779;-1,6;0,2;2,1;33,4;24;0;3,050623564;11,03062642;1,159246986;16,34238984;155,709383;57,77344648;4,895779972;35,88858684;5,275641135;9,526346982;1,829911079;1,728376349;0,1395218;99,67652263;13,77344574;5,022;0,1;0,596;6,036;0,187907541;0,453;0,832;0,119;8,426;0,851;0,0886
0-2um-1-20;0-2um;0.2-3 µm;0-2um-1-20;G110;18;T1;1450;12;2;12/06/2016;164;-60,1;68,5;-25;UI;100;11,1;Zymo;573;5203;2813;1760;4573;115;370397;-1,7;0,2;2,1;33,4;24;0;3,050623564;8,269808003;2,027872164;5,741515248;129,3744537;33,49343508;22,18618275;28,66060932;8,432022841;7,312563616;2,608945717;1,334245226;0,090031031;110,5115852;16,97580547;5,233;0,052;0,652;6,055;0,349293596;0,453;0,864;0,125;8,026;0,8082;0,0803
0-2um-1-21;0-2um;0.2-3 µm;0-2um-1-21;G110;18;T1;1450;20;3;12/06/2016;164;-60,1;68,5;-25;UI;100;6,7;Zymo;1389;14932;3339;1620;4959;104;352441;-1,7;0,3;2;33,5;24;0;3,050623564;7,708670826;0,669562341;6,273249985;143,5722147;59,13327691;30,27203177;23,76961196;6,640509286;9,543567296;1,414276749;1,452782198;0,064635597;105,4068218;22,71828202;5,665;0,051;0,722;6,282;0,161574151;0,533;0,902;0,127;7,846;0,6134;0,0617
0-2um-1-22;0-2um;0.2-3 µm;0-2um-1-22;G110;18;T1;1450;32;4;12/06/2016;164;-60,1;68,5;-25;UI;100;4,8;Zymo;4140;32907;2250;1474;3724;52;330132;-1,7;0,4;2,2;33,6;24;0;3,050623564;1,850231179;0,22710603;2,122530524;138,2893479;21,29629199;40,15359867;13,61013377;4,59622909;5,560186073;0,413769562;0,958241154;0,144916941;100,7689238;5,5118985;6,762;0,051;0,787;7,438;0,043826283;0,493;0,909;0,116;8,592;0,4198;0,0504
0-2um-1-23;0-2um;0.2-3 µm;0-2um-1-23;G110;18;T1;1450;40;5;12/06/2016;164;-60,1;68,5;-25;UI;100;5,3;Zymo;5331;40700;2135;1448;3583;16;327132;-1,7;0,5;2,2;33,6;24;0;3,050623564;1,007659309;0,13820887;0,147902548;126,8590536;19,36415279;29,41067243;18,44566266;4,416263831;3,78598843;1,228229202;0,786469519;0,095816943;105,4168812;5,408891981;6,857;0,056;0,808;7,725;0,038935797;1,169;0,888;0,118;8,486;0,2335;0,0308
0-2um-1-24;0-2um;0.2-3 µm;0-2um-1-24;G110;18;T1;1450;45;6;12/06/2016;164;-60,1;68,5;-25;UI;100;1,2;Zymo;7665;60057;1302;781;2083;21;301500;-1,7;0,4;2,2;33,6;24;0;3,050623564;;;;;;;;;;;;;100,5356902;7,361009674;7,577;0,046;0,869;8,65;0,012226216;0,433;0,876;0,115;8,719;;
0-2um-1-25;0-2um;0.2-3 µm;0-2um-1-25;G115;25;T1;1734;0;1;13/06/2016;165;-61,4;68,4;-27;UI;93,43999481;4,9;Zymo;7879;39298;1237;1672;2909;59;395059;-1,5;0,2;2,3;32,4;12;0;6,69882826;7,706012119;0,823936483;7,324019368;313,0709881;60,21217878;384,9210055;27,18515845;7,14836114;8,240442936;1,055020058;1,289217489;0,102228168;98,08866695;23,2116215;3,945;0,043;0,905;8,061;0,220978648;0,692;0,489;0,229;4,359;0,337;0,0463
0-2um-1-26;0-2um;0.2-3 µm;0-2um-1-26;G115;25;T1;1734;15;2;13/06/2016;165;-61,4;68,4;-27;UI;93,43999481;3,6;Zymo;7131;34495;726;1371;2097;38;365162;-1,6;0,3;2,3;32,8;12;0;6,69882826;5,777684235;0,447373683;21,78072909;212,5370338;21,25861086;50,79069011;16,88975133;9,263807752;6,419540181;0,315147158;0,9330474;0,167139186;92,72517039;13,42832762;4,98;0,059;0,988;9,512;0,4454961;0,692;0,524;0,198;5,04;0,4212;0,0387
0-2um-1-28;0-2um;0.2-3 µm;0-2um-1-28;G115;25;T1;1734;40;3;13/06/2016;165;-61,4;68,4;-27;UI;93,43999481;1,7;Zymo;2618;20959;75;247;322;0;174706;-1,5;0,1;2,8;33,2;12;0;6,69882826;0,816255646;0,157916015;4,135212938;141,5279313;4,444297237;73,19443662;6,291518517;3,046727297;3,370766307;0,464669;0,514135543;0,122499096;79,96826577;20,96381606;7,649;0,061;1,078;12,349;0,012582414;0,533;0,619;0,141;7,096;0,0709;0,0031
0-2um-1-29;0-2um;0.2-3 µm;0-2um-1-29;G115;25;T1;1734;49;4;13/06/2016;165;-61,4;68,4;-27;UI;93,43999481;1,5;Zymo;3115;74880;22;43;65;0;126191;-1,4;0;2,9;33,3;12;0;6,69882826;0,151395049;0,028578244;2,950031149;107,610222;3,346433098;83,52912857;5,568781832;7,608330399;3,009193694;0,149059526;0,43704646;0,15616733;68,83479947;16,27912023;9,136;0,015;1,152;14,278;0,007470808;0,712;0,64;0,126;7,931;0,0356;0,0018
0-2um-1-30;0-2um;0.2-3 µm;0-2um-1-30;G115;25;T1;1734;57;5;13/06/2016;165;-61,4;68,4;-27;UI;93,43999481;1;Zymo;71;15704;0;11;11;0;130324;-1,3;0;2,8;33,4;12;0;6,69882826;0,067277858;0,067277858;2,851529089;116,97723;2,561646802;57,59200949;6,201025004;4,133625091;2,794065257;0,939875621;0,391118398;0,031645144;;;8,82;0,021;1,104;12,772;;;0,691;0,125;7,989;;
0-2um-2-01;0-2um;0.2-3 µm;0-2um-2-01;G201;29;T2;1354;0;1;14/06/2016;166;-59,9;68,6;-21;UI;98,62999725;6,8;Zymo;1125;18890;9802;818;10620;68;585044;-1,5;0,1;2,1;33,3;24;1;8,417219486;12,05148927;1,111848347;22,95260091;91,06024657;117,538669;66,52044468;NA;8,21215676;11,92424754;1,311802621;1,838531329;8,62E-04;101,5892617;13,76306892;5,146;0,051;0,681;6,511;0,203702768;NA;0,79;0,132;7,557;0,7445;0,1197
0-2um-2-02;0-2um;0.2-3 µm;0-2um-2-02;G201;29;T2;1354;15;2;14/06/2016;166;-59,9;68,6;-21;UI;98,62999725;11,1;Zymo;1901;30461;7630;990;8620;68;516529;-1,6;0,3;2;33,4;24;1;8,417219486;6,926631284;1,860589757;9,710299761;39,41073563;68,33141882;46,2552467;NA;3,599264449;9,48976154;0,086703268;1,347704346;0,039223962;NA;NA;5,39;0,055;0,76;6,901;0,216434191;NA;0,781;0,141;7,092;;
0-2um-2-04;0-2um;0.2-3 µm;0-2um-2-04;G201;29;T2;1354;21;3;14/06/2016;166;-59,9;68,6;-21;UI;98,62999725;5,8;Zymo;459;5440;7432;875;8307;57;495324;-1,7;0,4;2,1;33,4;24;1;8,417219486;5,903797554;0,481741966;12,27747798;46,2482933;58,25198812;42,99338601;NA;9,971101105;8,689522763;0,806087185;1,131918081;0,098192654;112,0083858;17,67624523;5,439;0,047;0,784;6,849;0,202159565;NA;0,794;0,144;6,938;0,7119;0,1204
0-2um-2-05;0-2um;0.2-3 µm;0-2um-2-05;G201;29;T2;1354;25;4;14/06/2016;166;-59,9;68,6;-21;UI;98,62999725;8,9;Zymo;1251;14356;8068;786;8854;89;489426;-1,7;0,5;2,1;33,5;24;1;8,417219486;;;;;;;;;;;;;NA;NA;5,463;0,043;0,778;6,932;NA;NA;0,788;0,142;7,022;;
0-2um-2-06;0-2um;0.2-3 µm;0-2um-2-06;G201;29;T2;1354;32;5;14/06/2016;166;-59,9;68,6;-21;UI;98,62999725;1,5;Zymo;2094;30555;5078;1005;6083;99;440824;-1,7;0,4;2,1;33,5;24;1;8,417219486;1,523794009;0,568519204;7,57586022;21,25365853;39,49278671;41,18104553;NA;8,705197197;6,793056171;0,20999553;0,912750092;0,07041221;103,8466933;13,45473754;5,691;0,041;0,778;7,155;0,167437503;NA;0,795;0,137;7,315;0,5411;0,0655
0-2um-2-07;0-2um;0.2-3 µm;0-2um-2-07;G204;34;T2;549;0;1;15/06/2016;167;-59,3;68,7;-14;UI;92,66999817;16,3;Zymo;8256;41068;14289;4883;19172;39;2259417;-1,5;1;1,9;32,5;9;7;15,46969002;88,12898489;2,974917074;69,0755273;126,8412239;405,437885;44,73126707;122,5648301;28,6867219;44,38293329;3,973683325;4,20714389;0,439741685;180,0085595;8,941347373;0,083;0,015;0,166;1,375;1,375;0,413;0,06;2;0,5;2,4849;0,0975
0-2um-2-08;0-2um;0.2-3 µm;0-2um-2-08;G204;34;T2;549;13;2;15/06/2016;167;-59,3;68,7;-14;UI;92,66999817;22,4;Zymo;11188;55926;9322;3489;12811;72;1648983;-1,6;2,6;1,9;33;9;7;15,46969002;55,01395853;3,969757987;64,27759269;622,503965;347,7605706;30,39322969;123,8405334;47,03419994;28,1625593;1,08101023;4,029399338;0,167225494;133,8979632;11,26723798;1,85;0,038;0,397;3,14;3,14;1,845;0,589;0,215;4,66;2,1914;0,0972
0-2um-2-09;0-2um;0.2-3 µm;0-2um-2-09;G204;34;T2;549;20;3;15/06/2016;167;-59,3;68,7;-14;UI;92,66999817;7,3;Zymo;14441;87943;11372;1200;12572;17;1158300;-1,6;0,8;2;33,5;9;7;15,46969002;11,68514332;0,681595071;40,69337815;193,7524348;157,4145268;9,8370686;17,37249517;13,74135638;11,32895734;1,088501238;1,573676557;0,11650081;121,6437791;6,991808067;4,442;0,06;0,571;5,24;5,24;0,453;0,848;0,129;7,779;1,1879;0,1567
0-2um-2-10;0-2um;0.2-3 µm;0-2um-2-10;G204;34;T2;549;29;4;15/06/2016;167;-59,3;68,7;-14;UI;92,66999817;6,2;Zymo;3295;84051;11133;450;11583;0;732550;-1,7;0,5;2;33,6;9;7;15,46969002;1,306276918;1,055386335;10,05484125;171,8317032;31,4472674;15,01967406;5,049105649;16,50679261;6,006380159;0,770045746;0,63752353;0,15176239;133,1994533;5,831954455;6,343;0,076;0,726;7,685;7,685;0,453;0,825;0,114;8,737;0,6884;0,2823
0-2um-2-11;0-2um;0.2-3 µm;0-2um-2-11;G204;34;T2;549;39;5;15/06/2016;167;-59,3;68,7;-14;UI;92,66999817;2,1;Zymo;1533;24436;5206;522;5728;0;484650;-1,7;0,3;2,1;33,7;9;7;15,46969002;0,711142289;0,711142289;4,603158677;257,2489846;10,34229575;5,087067246;7,15098013;23,59391526;6,331530929;1,775031545;0,615281197;0,109642477;97,55341942;7,65528973;7,04;0,084;0,793;7,577;7,577;0,433;0,929;0,113;8,878;0,3431;0,0756
0-2um-2-12;0-2um;0.2-3 µm;0-2um-2-12;G204;34;T2;549;50;6;15/06/2016;167;-59,3;68,7;-14;UI;92,66999817;1,1;Zymo;3262;50955;1683;450;2133;0;307417;-1,6;0,2;2,1;33,7;9;7;15,46969002;;;;;;;;;;;;;;;;;;;;;;;;;
0-2um-2-13;0-2um;0.2-3 µm;0-2um-2-13;G207;40;T2;322;0;1;16/06/2016;168;-58,5;68,8;2;MIZ;41,02999878;13,6;Zymo;2562;12394;14877;2518;17395;0;1815030;-0,3;0,9;1,8;33;7;20;19,59633845;14,41313098;1,008963408;13,45290383;197,5659169;173,5137436;34,36203846;135,0239521;2,367539307;24,13674357;2,278553622;2,558781864;0,084394952;181,5554581;37,11869856;0,181;0,06;0,096;3,809;0,413;0,413;0,048;0,53;1,885;1,5686;0,0991
0-2um-2-14;0-2um;0.2-3 µm;0-2um-2-14;G207;40;T2;322;15;2;16/06/2016;168;-58,5;68,8;2;MIZ;41,02999878;15;Zymo;8373;21519;16118;10749;26867;0;1565136;-0,7;3,5;1,9;33,2;7;20;19,59633845;33,30969872;4,972836298;46,56106516;125,1413216;704,2269945;67,2971873;165,188448;10,83995807;46,45063099;2,693793234;5,376178943;0,031391447;123,9206876;20,27278367;0,272;0,035;0,202;3,458;0,652;0,652;0,079;0,743;1,347;3,5095;0,1208
0-2um-2-15;0-2um;0.2-3 µm;0-2um-2-15;G207;40;T2;322;19;3;16/06/2016;168;-58,5;68,8;2;MIZ;41,02999878;14,9;Zymo;10619;25980;11703;7379;19082;0;1087682;-1,5;6,1;2;33,6;7;20;19,59633845;23,41984082;1,884063714;55,86023204;110,7423681;671,0622663;80,12633332;122,4804958;8,774546697;48,75536934;4,732606574;5,494023899;0,281025474;134,0821433;26,8561777;0,05;0;0,22;2,615;0,373;0,373;0,019;4,4;0,227;3,0424;0,1164
0-2um-2-16;0-2um;0.2-3 µm;0-2um-2-16;G207;40;T2;322;29;4;16/06/2016;168;-58,5;68,8;2;MIZ;41,02999878;3,7;Zymo;10269;45680;8610;1415;10025;0;658939;-1,7;0,8;1,9;33,7;7;20;19,59633845;3,478754778;3,478754778;49,57354736;54,01326985;80,99456576;79,18105193;17,87257554;13,0136314;10,72608824;0,803599939;1,542175696;0,24955316;;;5,856;0,11;0,574;5,488;;;1,067;0,098;10,202;0,6447;0,1873
